kod_origin,kod_dest,gmina_dest,no,gmina_origin
0264049,2466011,M. Gliwice,3,Wrocław-Psie Pole
0264049,2469011,M. Katowice,3,Wrocław-Psie Pole
0264049,2661011,M. Kielce,4,Wrocław-Psie Pole
0264049,3008033,Kępno,3,Wrocław-Psie Pole
0264049,3010032,Kazimierz Biskupi,4,Wrocław-Psie Pole
0264049,3017011,Ostrów Wielkopolski,6,Wrocław-Psie Pole
0264049,3022013,Bojanowo,3,Wrocław-Psie Pole
0264049,3026043,Śrem,3,Wrocław-Psie Pole
0264049,3063011,M. Leszno,3,Wrocław-Psie Pole
0264049,3208011,Kołobrzeg,5,Wrocław-Psie Pole
0264049,3262011,M. Szczecin,3,Wrocław-Psie Pole
0264059,0204013,Góra,3,Wrocław-Stare Miasto
0264059,0209042,Kunice,5,Wrocław-Stare Miasto
0264059,0214011,Oleśnica,5,Wrocław-Stare Miasto
0264059,0214062,Oleśnica,7,Wrocław-Stare Miasto
0264059,0215011,Oława,11,Wrocław-Stare Miasto
0264059,0215042,Oława,5,Wrocław-Stare Miasto
0264059,0217043,Strzelin,3,Wrocław-Stare Miasto
0264059,0218033,Miękinia,3,Wrocław-Stare Miasto
0264059,0218033,Miękinia,16,Wrocław-Stare Miasto
0264059,0219011,Świdnica,4,Wrocław-Stare Miasto
0264059,0219083,Żarów,4,Wrocław-Stare Miasto
0264059,0220013,Oborniki Śląskie,15,Wrocław-Stare Miasto
0264059,0220042,Wisznia Mała,18,Wrocław-Stare Miasto
0264059,0223012,Czernica,37,Wrocław-Stare Miasto
0264059,0223022,Długołęka,28,Wrocław-Stare Miasto
0264059,0223043,Kąty Wrocławskie,3,Wrocław-Stare Miasto
0264059,0223043,Kąty Wrocławskie,18,Wrocław-Stare Miasto
0264059,0223052,Kobierzyce,22,Wrocław-Stare Miasto
0264059,0223073,Sobótka,5,Wrocław-Stare Miasto
0264059,0223083,Siechnice,10,Wrocław-Stare Miasto
0264059,0223083,Siechnice,24,Wrocław-Stare Miasto
0264059,0223092,Żórawina,4,Wrocław-Stare Miasto
0264059,0264029,Wrocław-Fabryczna,240,Wrocław-Stare Miasto
0264059,0264039,Wrocław-Krzyki,195,Wrocław-Stare Miasto
0264059,0264049,Wrocław-Psie Pole,118,Wrocław-Stare Miasto
0264059,0264069,Wrocław-Śródmieście,85,Wrocław-Stare Miasto
0264059,0265011,M. Wałbrzych,3,Wrocław-Stare Miasto
0264059,0861011,M. Gorzów Wielkopolski,4,Wrocław-Stare Miasto
0264059,1205062,Łużna,4,Wrocław-Stare Miasto
0264059,1261011,M. Kraków,5,Wrocław-Stare Miasto
0264059,1465058,Mokotów,7,Wrocław-Stare Miasto
0264059,1465078,Praga-Południe,6,Wrocław-Stare Miasto
0264059,1465108,Śródmieście,3,Wrocław-Stare Miasto
0264059,1601043,Lewin Brzeski,3,Wrocław-Stare Miasto
0264059,1605023,Krapkowice,4,Wrocław-Stare Miasto
0264059,1661011,M. Opole,5,Wrocław-Stare Miasto
0264059,2262011,M. Gdynia,6,Wrocław-Stare Miasto
0264069,0202021,Dzierżoniów,4,Wrocław-Śródmieście
0264069,0206062,Jeżów Sudecki,4,Wrocław-Śródmieście
0264069,0208041,Nowa Ruda,4,Wrocław-Śródmieście
0264069,0208051,Polanica-Zdrój,4,Wrocław-Śródmieście
0264069,0208112,Nowa Ruda,3,Wrocław-Śródmieście
0264069,0211011,Lubin,5,Wrocław-Śródmieście
0264069,0212033,Lwówek Śląski,3,Wrocław-Śródmieście
0264069,0212043,Mirsk,3,Wrocław-Śródmieście
0264069,0214011,Oleśnica,18,Wrocław-Śródmieście
0264069,0214032,Dobroszyce,6,Wrocław-Śródmieście
0264069,0214062,Oleśnica,10,Wrocław-Śródmieście
0264069,0214083,Twardogóra,6,Wrocław-Śródmieście
0264069,0215011,Oława,13,Wrocław-Śródmieście
0264069,0215033,Jelcz-Laskowice,4,Wrocław-Śródmieście
0264069,0215033,Jelcz-Laskowice,7,Wrocław-Śródmieście
0264069,0215042,Oława,8,Wrocław-Śródmieście
0264069,0217032,Przeworno,4,Wrocław-Śródmieście
0264069,0217043,Strzelin,5,Wrocław-Śródmieście
0264069,0218012,Kostomłoty,4,Wrocław-Śródmieście
0264069,0218033,Miękinia,21,Wrocław-Śródmieście
0264069,0219011,Świdnica,6,Wrocław-Śródmieście
0264069,0219021,Świebodzice,4,Wrocław-Śródmieście
0264069,0220013,Oborniki Śląskie,10,Wrocław-Śródmieście
0264069,0220013,Oborniki Śląskie,23,Wrocław-Śródmieście
0264069,0220023,Prusice,7,Wrocław-Śródmieście
0264069,0220033,Trzebnica,11,Wrocław-Śródmieście
0264069,0220033,Trzebnica,15,Wrocław-Śródmieście
0264069,0220042,Wisznia Mała,23,Wrocław-Śródmieście
0264069,0220052,Zawonia,4,Wrocław-Śródmieście
0264069,0222013,Brzeg Dolny,5,Wrocław-Śródmieście
0264069,0223012,Czernica,95,Wrocław-Śródmieście
0264069,0223022,Długołęka,116,Wrocław-Śródmieście
0264069,0223043,Kąty Wrocławskie,4,Wrocław-Śródmieście
0264069,0223043,Kąty Wrocławskie,19,Wrocław-Śródmieście
0264069,0223052,Kobierzyce,33,Wrocław-Śródmieście
0264069,0223073,Sobótka,8,Wrocław-Śródmieście
0264069,0223083,Siechnice,18,Wrocław-Śródmieście
0264069,0223083,Siechnice,35,Wrocław-Śródmieście
0264069,0223092,Żórawina,7,Wrocław-Śródmieście
0264069,0224063,Ziębice,3,Wrocław-Śródmieście
0264069,0261011,M. Jelenia Góra,11,Wrocław-Śródmieście
0264069,0262011,M. Legnica,6,Wrocław-Śródmieście
0264069,0264029,Wrocław-Fabryczna,320,Wrocław-Śródmieście
0264069,0264039,Wrocław-Krzyki,249,Wrocław-Śródmieście
0264069,0264049,Wrocław-Psie Pole,422,Wrocław-Śródmieście
0264069,0264059,Wrocław-Stare Miasto,86,Wrocław-Śródmieście
0264069,0265011,M. Wałbrzych,6,Wrocław-Śródmieście
0264069,0461011,M. Bydgoszcz,3,Wrocław-Śródmieście
0264069,0862011,M. Zielona Góra,3,Wrocław-Śródmieście
0264069,1008072,Pabianice,3,Wrocław-Śródmieście
0264069,1261011,M. Kraków,12,Wrocław-Śródmieście
0264069,1408011,Legionowo,4,Wrocław-Śródmieście
0264069,1465058,Mokotów,5,Wrocław-Śródmieście
0264069,1465108,Śródmieście,3,Wrocław-Śródmieście
0264069,1465148,Wawer,3,Wrocław-Śródmieście
0264069,1465178,Włochy,3,Wrocław-Śródmieście
0264069,1601022,Skarbimierz,3,Wrocław-Śródmieście
0264069,1609132,Turawa,3,Wrocław-Śródmieście
0264069,1661011,M. Opole,9,Wrocław-Śródmieście
0264069,2215021,Rumia,3,Wrocław-Śródmieście
0264069,2404042,Kamienica Polska,3,Wrocław-Śródmieście
0264069,2464011,M. Częstochowa,7,Wrocław-Śródmieście
0264069,2466011,M. Gliwice,8,Wrocław-Śródmieście
0264069,2467011,M. Jastrzębie-Zdrój,3,Wrocław-Śródmieście
0264069,2473011,M. Rybnik,3,Wrocław-Śródmieście
0264069,2810011,Mrągowo,3,Wrocław-Śródmieście
0264069,3017042,Ostrów Wielkopolski,3,Wrocław-Śródmieście
0264069,3017082,Sośnie,3,Wrocław-Śródmieście
0264069,3018042,Kobyla Góra,5,Wrocław-Śródmieście
0264069,3021163,Swarzędz,3,Wrocław-Śródmieście
0264069,3208011,Kołobrzeg,3,Wrocław-Śródmieście
0264069,3261011,M. Koszalin,3,Wrocław-Śródmieście
0264069,3262011,M. Szczecin,4,Wrocław-Śródmieście
0265011,0202021,Dzierżoniów,6,M. Wałbrzych
0265011,0205023,Bolków,5,M. Wałbrzych
0265011,0206011,Karpacz,4,M. Wałbrzych
0265011,0206062,Jeżów Sudecki,3,M. Wałbrzych
0265011,0207022,Kamienna Góra,9,M. Wałbrzych
0265011,0208041,Nowa Ruda,5,M. Wałbrzych
0265011,0208112,Nowa Ruda,5,M. Wałbrzych
0265011,0215011,Oława,6,M. Wałbrzych
0265011,0215033,Jelcz-Laskowice,3,M. Wałbrzych
0265011,0216043,Polkowice,4,M. Wałbrzych
0265011,0218033,Miękinia,4,M. Wałbrzych
0265011,0219011,Świdnica,34,M. Wałbrzych
0265011,0219021,Świebodzice,62,M. Wałbrzych
0265011,0219032,Dobromierz,4,M. Wałbrzych
0265011,0219043,Jaworzyna Śląska,8,M. Wałbrzych
0265011,0219063,Strzegom,8,M. Wałbrzych
0265011,0219072,Świdnica,23,M. Wałbrzych
0265011,0219083,Żarów,3,M. Wałbrzych
0265011,0221011,Boguszów-Gorce,42,M. Wałbrzych
0265011,0221021,Jedlina-Zdrój,26,M. Wałbrzych
0265011,0221031,Szczawno-Zdrój,90,M. Wałbrzych
0265011,0221042,Czarny Bór,9,M. Wałbrzych
0265011,0221053,Głuszyca,9,M. Wałbrzych
0265011,0221053,Głuszyca,6,M. Wałbrzych
0265011,0221063,Mieroszów,13,M. Wałbrzych
0265011,0221063,Mieroszów,10,M. Wałbrzych
0265011,0221072,Stare Bogaczowice,29,M. Wałbrzych
0265011,0221082,Walim,35,M. Wałbrzych
0265011,0223012,Czernica,6,M. Wałbrzych
0265011,0223022,Długołęka,5,M. Wałbrzych
0265011,0223043,Kąty Wrocławskie,16,M. Wałbrzych
0265011,0223052,Kobierzyce,9,M. Wałbrzych
0265011,0223083,Siechnice,3,M. Wałbrzych
0265011,0223092,Żórawina,5,M. Wałbrzych
0265011,0224053,Ząbkowice Śląskie,3,M. Wałbrzych
0265011,0261011,M. Jelenia Góra,5,M. Wałbrzych
0265011,0262011,M. Legnica,4,M. Wałbrzych
0265011,0264029,Wrocław-Fabryczna,34,M. Wałbrzych
0265011,0264039,Wrocław-Krzyki,45,M. Wałbrzych
0265011,0264049,Wrocław-Psie Pole,32,M. Wałbrzych
0265011,0264059,Wrocław-Stare Miasto,4,M. Wałbrzych
0265011,0264069,Wrocław-Śródmieście,11,M. Wałbrzych
0265011,0862011,M. Zielona Góra,4,M. Wałbrzych
0265011,1010093,Sulejów,3,M. Wałbrzych
0265011,1215072,Stryszawa,3,M. Wałbrzych
0265011,1261011,M. Kraków,8,M. Wałbrzych
0265011,1465028,Bemowo,4,M. Wałbrzych
0265011,1465038,Białołęka,3,M. Wałbrzych
0265011,1465078,Praga-Południe,6,M. Wałbrzych
0265011,1465088,Praga-Północ,3,M. Wałbrzych
0265011,1465138,Ursynów,3,M. Wałbrzych
0265011,1661011,M. Opole,4,M. Wałbrzych
0265011,2261011,M. Gdańsk,5,M. Wałbrzych
0265011,2409053,Żarki,3,M. Wałbrzych
0265011,2469011,M. Katowice,4,M. Wałbrzych
0265011,2807011,Iława,3,M. Wałbrzych
0265011,3017033,Odolanów,3,M. Wałbrzych
0265011,3023062,Słupca,4,M. Wałbrzych
0265011,3207023,Golczewo,3,M. Wałbrzych
0401011,0401021,Ciechocinek,16,Aleksandrów Kujawski
0401011,0401042,Aleksandrów Kujawski,49,Aleksandrów Kujawski
0401011,0401052,Bądkowo,4,Aleksandrów Kujawski
0401011,0401072,Raciążek,4,Aleksandrów Kujawski
0401011,0401092,Zakrzewo,4,Aleksandrów Kujawski
0401011,0461011,M. Bydgoszcz,3,Aleksandrów Kujawski
0401011,0463011,M. Toruń,24,Aleksandrów Kujawski
0401011,1803011,Dębica,3,Aleksandrów Kujawski
0401011,2261011,M. Gdańsk,7,Aleksandrów Kujawski
0401011,2819012,Budry,4,Aleksandrów Kujawski
0401021,0401011,Aleksandrów Kujawski,6,Ciechocinek
0401021,0401042,Aleksandrów Kujawski,16,Ciechocinek
0401021,0401072,Raciążek,12,Ciechocinek
0401021,0463011,M. Toruń,16,Ciechocinek
0401021,1206082,Michałowice,3,Ciechocinek
0401021,1465038,Białołęka,3,Ciechocinek
0401021,2211052,Kosakowo,8,Ciechocinek
0401021,2261011,M. Gdańsk,5,Ciechocinek
0401031,0461011,M. Bydgoszcz,3,Nieszawa
0401031,0463011,M. Toruń,3,Nieszawa
0401042,0401011,Aleksandrów Kujawski,38,Aleksandrów Kujawski
0401042,0401021,Ciechocinek,10,Aleksandrów Kujawski
0401042,0401062,Koneck,9,Aleksandrów Kujawski
0401042,0401082,Waganiec,5,Aleksandrów Kujawski
0401042,0415082,Wielka Nieszawka,4,Aleksandrów Kujawski
0401042,0461011,M. Bydgoszcz,3,Aleksandrów Kujawski
0401042,0463011,M. Toruń,11,Aleksandrów Kujawski
0401042,3063011,M. Leszno,3,Aleksandrów Kujawski
0401052,0401011,Aleksandrów Kujawski,3,Bądkowo
0401052,0401092,Zakrzewo,3,Bądkowo
0401052,0463011,M. Toruń,3,Bądkowo
0401052,0464011,M. Włocławek,13,Bądkowo
0401062,0401011,Aleksandrów Kujawski,7,Koneck
0401062,0401052,Bądkowo,4,Koneck
0401062,0401082,Waganiec,7,Koneck
0401062,0401092,Zakrzewo,3,Koneck
0401062,0411032,Dobre,5,Koneck
0401072,0401011,Aleksandrów Kujawski,10,Raciążek
0401072,0401021,Ciechocinek,3,Raciążek
0401072,0401042,Aleksandrów Kujawski,6,Raciążek
0401072,0401082,Waganiec,7,Raciążek
0401072,0464011,M. Włocławek,3,Raciążek
0401082,0401011,Aleksandrów Kujawski,14,Waganiec
0401082,0401042,Aleksandrów Kujawski,5,Waganiec
0401082,0401072,Raciążek,9,Waganiec
0401082,0418102,Lubanie,7,Waganiec
0401082,0463011,M. Toruń,9,Waganiec
0401082,0464011,M. Włocławek,4,Waganiec
0401092,0401011,Aleksandrów Kujawski,3,Zakrzewo
0401092,0401021,Ciechocinek,3,Zakrzewo
0401092,0401062,Koneck,6,Zakrzewo
0401092,0403052,Nowa Wieś Wielka,3,Zakrzewo
0401092,0461011,M. Bydgoszcz,4,Zakrzewo
0402011,0402022,Bobrowo,12,Brodnica
0402011,0402032,Brodnica,138,Brodnica
0402011,0402062,Bartniczka,14,Brodnica
0402011,0402073,Jabłonowo Pomorskie,4,Brodnica
0402011,0402082,Osiek,11,Brodnica
0402011,0402092,Świedziebnia,6,Brodnica
0402011,0402102,Zbiczno,18,Brodnica
0402011,0412011,Rypin,4,Brodnica
0402011,0412042,Rypin,6,Brodnica
0402011,0415042,Lubicz,3,Brodnica
0402011,0415072,Obrowo,3,Brodnica
0402011,0417011,Wąbrzeźno,9,Brodnica
0402011,0461011,M. Bydgoszcz,13,Brodnica
0402011,0463011,M. Toruń,9,Brodnica
0402011,1437033,Lubowidz,3,Brodnica
0402011,1465038,Białołęka,4,Brodnica
0402011,2215011,Reda,3,Brodnica
0402011,2261011,M. Gdańsk,24,Brodnica
0402011,2803062,Rybno,4,Brodnica
0402011,2812042,Kurzętnik,3,Brodnica
0402011,2862011,M. Olsztyn,7,Brodnica
0402022,0402011,Brodnica,7,Bobrowo
0402022,0402032,Brodnica,13,Bobrowo
0402022,0402062,Bartniczka,3,Bobrowo
0402022,0402102,Zbiczno,3,Bobrowo
0402022,0405043,Kowalewo Pomorskie,3,Bobrowo
0402022,0412011,Rypin,4,Bobrowo
0402022,0415052,Łubianka,3,Bobrowo
0402022,0415072,Obrowo,6,Bobrowo
0402022,2261011,M. Gdańsk,3,Bobrowo
0402032,0402011,Brodnica,37,Brodnica
0402032,0402062,Bartniczka,3,Brodnica
0402032,0402102,Zbiczno,8,Brodnica
0402032,0412011,Rypin,3,Brodnica
0402032,0461011,M. Bydgoszcz,6,Brodnica
0402032,0463011,M. Toruń,4,Brodnica
0402032,1805011,Jasło,3,Brodnica
0402032,2261011,M. Gdańsk,4,Brodnica
0402032,2807032,Iława,3,Brodnica
0402042,0402011,Brodnica,9,Brzozie
0402042,0402062,Bartniczka,4,Brzozie
0402042,0862011,M. Zielona Góra,4,Brzozie
0402042,2812042,Kurzętnik,6,Brzozie
0402053,0402011,Brodnica,8,Górzno
0402053,0402032,Brodnica,5,Górzno
0402053,0402062,Bartniczka,3,Górzno
0402053,0402032,Brodnica,9,Górzno
0402053,0402062,Bartniczka,3,Górzno
0402062,0402011,Brodnica,13,Bartniczka
0402062,0402032,Brodnica,4,Bartniczka
0402062,0402053,Górzno,4,Bartniczka
0402062,0412011,Rypin,3,Bartniczka
0402062,0463011,M. Toruń,6,Bartniczka
0402073,0402073,Jabłonowo Pomorskie,10,Jabłonowo Pomorskie
0402073,0406012,Grudziądz,6,Jabłonowo Pomorskie
0402073,0417032,Książki,3,Jabłonowo Pomorskie
0402073,0462011,M. Grudziądz,4,Jabłonowo Pomorskie
0402073,0463011,M. Toruń,3,Jabłonowo Pomorskie
0402073,0402011,Brodnica,6,Jabłonowo Pomorskie
0402073,0402022,Bobrowo,6,Jabłonowo Pomorskie
0402073,0402032,Brodnica,3,Jabłonowo Pomorskie
0402073,0402073,Jabłonowo Pomorskie,14,Jabłonowo Pomorskie
0402073,0406062,Świecie nad Osą,3,Jabłonowo Pomorskie
0402073,0462011,M. Grudziądz,6,Jabłonowo Pomorskie
0402073,1465038,Białołęka,3,Jabłonowo Pomorskie
0402073,2208011,Lębork,3,Jabłonowo Pomorskie
0402082,0402011,Brodnica,8,Osiek
0402082,0402092,Świedziebnia,3,Osiek
0402082,0412011,Rypin,9,Osiek
0402082,0464011,M. Włocławek,3,Osiek
0402082,1432013,Błonie,3,Osiek
0402082,2803011,Działdowo,3,Osiek
0402092,0402011,Brodnica,11,Świedziebnia
0402092,0402032,Brodnica,4,Świedziebnia
0402092,0412011,Rypin,4,Świedziebnia
0402092,0412042,Rypin,5,Świedziebnia
0402092,0463011,M. Toruń,3,Świedziebnia
0402092,1432042,Leszno,4,Świedziebnia
0402102,0402011,Brodnica,14,Zbiczno
0402102,2803011,Działdowo,3,Zbiczno
0402102,2812042,Kurzętnik,3,Zbiczno
0403012,0403043,Koronowo,6,Białe Błota
0403012,0403052,Nowa Wieś Wielka,8,Białe Błota
0403012,0403062,Osielsko,13,Białe Błota
0403012,0403072,Sicienko,9,Białe Błota
0403012,0407092,Złotniki Kujawskie,5,Białe Błota
0403012,0410033,Nakło nad Notecią,7,Białe Błota
0403012,0410042,Sadki,3,Białe Błota
0403012,0410053,Szubin,6,Białe Błota
0403012,0410053,Szubin,18,Białe Błota
0403012,0415092,Zławieś Wielka,3,Białe Błota
0403012,0419043,Łabiszyn,3,Białe Błota
0403012,0419063,Żnin,4,Białe Błota
0403012,0461011,M. Bydgoszcz,113,Białe Błota
0403012,0463011,M. Toruń,6,Białe Błota
0403012,2215021,Rumia,3,Białe Błota
0403012,2261011,M. Gdańsk,6,Białe Błota
0403012,2604043,Chmielnik,3,Białe Błota
0403012,3010092,Skulsk,4,Białe Błota
0403012,3021132,Rokietnica,3,Białe Błota
0403022,0403062,Osielsko,3,Dąbrowa Chełmińska
0403022,0403072,Sicienko,3,Dąbrowa Chełmińska
0403022,0404011,Chełmno,3,Dąbrowa Chełmińska
0403022,0404072,Unisław,9,Dąbrowa Chełmińska
0403022,0407022,Dąbrowa Biskupia,3,Dąbrowa Chełmińska
0403022,0415092,Zławieś Wielka,7,Dąbrowa Chełmińska
0403022,0461011,M. Bydgoszcz,44,Dąbrowa Chełmińska
0403032,0403012,Białe Błota,4,Dobrcz
0403032,0403043,Koronowo,9,Dobrcz
0403032,0403062,Osielsko,10,Dobrcz
0403032,0414083,Pruszcz,4,Dobrcz
0403032,0414083,Pruszcz,7,Dobrcz
0403032,0461011,M. Bydgoszcz,40,Dobrcz
0403032,2862011,M. Olsztyn,3,Dobrcz
0403032,3213011,Darłowo,4,Dobrcz
0403043,0403032,Dobrcz,6,Koronowo
0403043,0403043,Koronowo,15,Koronowo
0403043,0410053,Szubin,3,Koronowo
0403043,0413023,Sępólno Krajeńskie,4,Koronowo
0403043,0461011,M. Bydgoszcz,24,Koronowo
0403043,0403012,Białe Błota,4,Koronowo
0403043,0403032,Dobrcz,9,Koronowo
0403043,0403043,Koronowo,25,Koronowo
0403043,0403062,Osielsko,3,Koronowo
0403043,0403072,Sicienko,8,Koronowo
0403043,0413032,Sośno,4,Koronowo
0403043,0414083,Pruszcz,8,Koronowo
0403043,0416022,Gostycyn,4,Koronowo
0403043,0461011,M. Bydgoszcz,35,Koronowo
0403052,0264039,Wrocław-Krzyki,4,Nowa Wieś Wielka
0403052,0403012,Białe Błota,6,Nowa Wieś Wielka
0403052,0403062,Osielsko,4,Nowa Wieś Wielka
0403052,0403083,Solec Kujawski,3,Nowa Wieś Wielka
0403052,0407092,Złotniki Kujawskie,5,Nowa Wieś Wielka
0403052,0419043,Łabiszyn,8,Nowa Wieś Wielka
0403052,0461011,M. Bydgoszcz,39,Nowa Wieś Wielka
0403052,0462011,M. Grudziądz,5,Nowa Wieś Wielka
0403062,0264039,Wrocław-Krzyki,3,Osielsko
0403062,0403012,Białe Błota,11,Osielsko
0403062,0403032,Dobrcz,31,Osielsko
0403062,0403043,Koronowo,6,Osielsko
0403062,0410053,Szubin,4,Osielsko
0403062,0461011,M. Bydgoszcz,67,Osielsko
0403062,0463011,M. Toruń,8,Osielsko
0403062,0801042,Kłodawa,4,Osielsko
0403062,1808042,Leżajsk,5,Osielsko
0403062,2002013,Choroszcz,3,Osielsko
0403062,2261011,M. Gdańsk,6,Osielsko
0403062,2417132,Świnna,3,Osielsko
0403062,2806011,Giżycko,4,Osielsko
0403062,3064029,Poznań-Grunwald,3,Osielsko
0403062,3064039,Poznań-Jeżyce,3,Osielsko
0403072,0403043,Koronowo,9,Sicienko
0403072,0403062,Osielsko,5,Sicienko
0403072,0461011,M. Bydgoszcz,40,Sicienko
0403072,2202011,Chojnice,9,Sicienko
0403072,3019093,Wysoka,3,Sicienko
0403083,0403012,Białe Błota,3,Solec Kujawski
0403083,0403052,Nowa Wieś Wielka,8,Solec Kujawski
0403083,0403072,Sicienko,4,Solec Kujawski
0403083,0403083,Solec Kujawski,5,Solec Kujawski
0403083,0413043,Więcbork,4,Solec Kujawski
0403083,0415082,Wielka Nieszawka,3,Solec Kujawski
0403083,0416042,Lubiewo,3,Solec Kujawski
0403083,0461011,M. Bydgoszcz,35,Solec Kujawski
0403083,1016103,Ujazd,3,Solec Kujawski
0403083,2261011,M. Gdańsk,3,Solec Kujawski
0403083,3026043,Śrem,4,Solec Kujawski
0403083,0403083,Solec Kujawski,4,Solec Kujawski
0404011,0404022,Chełmno,52,Chełmno
0404011,0404032,Kijewo Królewskie,16,Chełmno
0404011,0404062,Stolno,27,Chełmno
0404011,0404072,Unisław,10,Chełmno
0404011,0408092,Wielgie,5,Chełmno
0404011,0414032,Drzycim,3,Chełmno
0404011,0414093,Świecie,14,Chełmno
0404011,0418063,Chodecz,3,Chełmno
0404011,0461011,M. Bydgoszcz,6,Chełmno
0404011,0462011,M. Grudziądz,9,Chełmno
0404011,0463011,M. Toruń,15,Chełmno
0404011,2215021,Rumia,3,Chełmno
0404011,2261011,M. Gdańsk,11,Chełmno
0404011,2262011,M. Gdynia,3,Chełmno
0404011,2862011,M. Olsztyn,3,Chełmno
0404011,3064049,Poznań-Nowe Miasto,3,Chełmno
0404022,0404011,Chełmno,15,Chełmno
0404022,0404052,Papowo Biskupie,4,Chełmno
0404022,0404062,Stolno,4,Chełmno
0404022,0406012,Grudziądz,3,Chełmno
0404022,0461011,M. Bydgoszcz,7,Chełmno
0404022,0462011,M. Grudziądz,6,Chełmno
0404032,0404011,Chełmno,9,Kijewo Królewskie
0404032,0404022,Chełmno,7,Kijewo Królewskie
0404032,0463011,M. Toruń,4,Kijewo Królewskie
0404042,0406012,Grudziądz,4,Lisewo
0404042,0415011,Chełmża,3,Lisewo
0404042,0415072,Obrowo,3,Lisewo
0404042,0463011,M. Toruń,4,Lisewo
0404042,2211043,Władysławowo,4,Lisewo
0404052,0403052,Nowa Wieś Wielka,3,Papowo Biskupie
0404052,0404042,Lisewo,8,Papowo Biskupie
0404052,0404062,Stolno,9,Papowo Biskupie
0404052,0415062,Łysomice,3,Papowo Biskupie
0404052,0463011,M. Toruń,5,Papowo Biskupie
0404062,0404011,Chełmno,5,Stolno
0404062,0404022,Chełmno,4,Stolno
0404062,0404032,Kijewo Królewskie,4,Stolno
0404062,0404042,Lisewo,4,Stolno
0404062,0415092,Zławieś Wielka,4,Stolno
0404062,0461011,M. Bydgoszcz,3,Stolno
0404062,0462011,M. Grudziądz,11,Stolno
0404072,0403022,Dąbrowa Chełmińska,10,Unisław
0404072,0404022,Chełmno,5,Unisław
0404072,0404032,Kijewo Królewskie,6,Unisław
0404072,0404052,Papowo Biskupie,4,Unisław
0404072,0415052,Łubianka,3,Unisław
0404072,0461011,M. Bydgoszcz,9,Unisław
0404072,0463011,M. Toruń,9,Unisław
0405011,0405032,Golub-Dobrzyń,77,Golub-Dobrzyń
0405011,0405052,Radomin,10,Golub-Dobrzyń
0405011,0405062,Zbójno,8,Golub-Dobrzyń
0405011,0415072,Obrowo,6,Golub-Dobrzyń
0405011,0461011,M. Bydgoszcz,3,Golub-Dobrzyń
0405011,0463011,M. Toruń,21,Golub-Dobrzyń
0405011,2261011,M. Gdańsk,6,Golub-Dobrzyń
0405011,2475011,M. Sosnowiec,3,Golub-Dobrzyń
0405011,3024083,Wronki,4,Golub-Dobrzyń
0405022,0405011,Golub-Dobrzyń,3,Ciechocin
0405022,0405043,Kowalewo Pomorskie,5,Ciechocin
0405022,0415042,Lubicz,3,Ciechocin
0405022,0415072,Obrowo,6,Ciechocin
0405022,0463011,M. Toruń,10,Ciechocin
0405032,0402011,Brodnica,6,Golub-Dobrzyń
0405032,0402073,Jabłonowo Pomorskie,3,Golub-Dobrzyń
0405032,0405011,Golub-Dobrzyń,29,Golub-Dobrzyń
0405032,0405043,Kowalewo Pomorskie,3,Golub-Dobrzyń
0405032,0405043,Kowalewo Pomorskie,4,Golub-Dobrzyń
0405032,0405052,Radomin,11,Golub-Dobrzyń
0405032,0415022,Chełmża,3,Golub-Dobrzyń
0405032,0415042,Lubicz,3,Golub-Dobrzyń
0405032,0415072,Obrowo,5,Golub-Dobrzyń
0405032,0417022,Dębowa Łąka,8,Golub-Dobrzyń
0405032,0461011,M. Bydgoszcz,4,Golub-Dobrzyń
0405032,0463011,M. Toruń,8,Golub-Dobrzyń
0405032,2011013,Dąbrowa Białostocka,3,Golub-Dobrzyń
0405032,2261011,M. Gdańsk,3,Golub-Dobrzyń
0405043,0405011,Golub-Dobrzyń,3,Kowalewo Pomorskie
0405043,0405032,Golub-Dobrzyń,9,Kowalewo Pomorskie
0405043,0405043,Kowalewo Pomorskie,14,Kowalewo Pomorskie
0405043,0414093,Świecie,3,Kowalewo Pomorskie
0405043,0463011,M. Toruń,5,Kowalewo Pomorskie
0405043,0405043,Kowalewo Pomorskie,16,Kowalewo Pomorskie
0405043,0415011,Chełmża,3,Kowalewo Pomorskie
0405043,0415072,Obrowo,4,Kowalewo Pomorskie
0405043,0417011,Wąbrzeźno,4,Kowalewo Pomorskie
0405043,0417022,Dębowa Łąka,12,Kowalewo Pomorskie
0405043,0417052,Ryńsk,7,Kowalewo Pomorskie
0405043,0463011,M. Toruń,14,Kowalewo Pomorskie
0405052,0405011,Golub-Dobrzyń,5,Radomin
0405052,0405032,Golub-Dobrzyń,3,Radomin
0405052,0462011,M. Grudziądz,3,Radomin
0405052,0463011,M. Toruń,3,Radomin
0405052,3007102,Szczytniki,3,Radomin
0405062,0405011,Golub-Dobrzyń,14,Zbójno
0405062,0405032,Golub-Dobrzyń,9,Zbójno
0405062,0412042,Rypin,3,Zbójno
0405062,0415072,Obrowo,15,Zbójno
0405062,0463011,M. Toruń,8,Zbójno
0406012,0403032,Dobrcz,3,Grudziądz
0406012,0404022,Chełmno,4,Grudziądz
0406012,0414022,Dragacz,5,Grudziądz
0406012,0415011,Chełmża,3,Grudziądz
0406012,0461011,M. Bydgoszcz,8,Grudziądz
0406012,0462011,M. Grudziądz,106,Grudziądz
